duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender
10 minutes,22,Howard St at Beale St,5,Powell St BART Station (Market St at 5th St),266,1,1959,Female
3 minutes,5,Powell St BART Station (Market St at 5th St),349,Howard St at Mary St,1535,1,1976,Male
6 minutes,22,Howard St at Beale St,321,5th St at Folsom,2266,1,1980,Male
20 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3300,2,2000,Other
11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5265,2,1966,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4405,3,1988,Male
9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4825,1,1989,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5277,2,1992,Male
8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1104,2,1979,Male
19 minutes,5,Powell St BART Station (Market St at 5th St),30,San Francisco Caltrain (Townsend St at 4th St),3312,2,2000,Other
10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4947,3,1987,Male
21 minutes,3,Powell St BART Station (Market St at 4th St),106,Sanchez St at 17th St,2502,3,1979,Male
10 minutes,22,Howard St at Beale St,61,Howard St at 8th St,176,1,1970,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5306,1,1993,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,5560,1,1974,Male
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5133,3,1995,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),34,Father Alfred E Boeddeker Park,139,2,1978,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4445,2,1980,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,5392,3,1990,Male
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4827,1,1990,Other
2 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,79,2,1972,Male
9 minutes,16,Steuart St at Market St,91,Berry St at King St,5331,2,1989,Male
8 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6147,3,1967,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,4809,2,1991,Male
7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5341,1,1984,Female
2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4875,3,1990,Male
3 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1082,1,1978,Female
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),84,Duboce Park,5381,2,1995,Male
8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5227,2,1983,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4921,3,1987,Female
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4804,2,1986,Male
2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1475,3,1987,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4751,3,1987,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,5339,2,1989,Female
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4977,2,1988,Male
9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4735,2,1977,Male
18 minutes,81,Berry St at 4th St,95,Sanchez St at 15th St,5537,1,1988,Male
14 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4597,3,1985,Female
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,4963,1,1985,Male
4 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,5200,2,1992,Male
12 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,3319,1,1993,Male
13 minutes,81,Berry St at 4th St,126,Esprit Park,2516,3,1995,Female
13 minutes,81,Berry St at 4th St,126,Esprit Park,179,2,1995,Female
8 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,4930,3,1987,Male
17 minutes,81,Berry St at 4th St,370,Jones St at Post St,5408,2,1987,Female
9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4961,2,1978,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2677,3,1991,Female
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4974,1,1990,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2743,1,1988,Male
6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),2197,3,1975,Male
10 minutes,81,Berry St at 4th St,110,17th & Folsom Street Park (17th St at Folsom St),4803,2,1990,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,4773,3,1967,Male
12 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,5494,2,1989,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4770,1,1983,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5097,1,2000,Female
8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,746,3,1981,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4722,2,1977,Male
7 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4557,1,1989,Male
7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4613,2,1967,Male
7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5396,2,1982,Male
8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4938,2,1986,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),652,2,1985,Female
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5217,1,1964,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),13,Commercial St at Montgomery St,5472,2,1968,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4735,3,1963,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),47,4th St at Harrison St,5134,1,1996,Female
27 minutes,22,Howard St at Beale St,100,Bryant St at 15th St,4606,1,1994,Male
11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2446,2,1972,Male
10 minutes,5,Powell St BART Station (Market St at 5th St),14,Clay St at Battery St,5545,1,1978,Male
18 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),5228,2,1997,Female
1 minutes,81,Berry St at 4th St,81,Berry St at 4th St,4637,1,1982,Male
21 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,632,2,1952,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5518,1,1977,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4809,2,1977,Female
14 minutes,81,Berry St at 4th St,98,Valencia St at 16th St,4659,3,1986,Male
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5136,1,1983,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1323,3,1991,Male
11 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2387,2,1991,Female
9 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,5571,2,1984,Male
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5482,3,1994,Male
10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5346,3,1987,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4772,2,1988,Female
6 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5015,3,1993,Male
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3617,1,1984,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),61,Howard St at 8th St,5315,3,1986,Male
6 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),5274,3,1979,Female
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4445,3,1977,Male
14 minutes,3,Powell St BART Station (Market St at 4th St),98,Valencia St at 16th St,5027,2,1965,Male
8 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5545,3,1978,Male
14 minutes,3,Powell St BART Station (Market St at 4th St),98,Valencia St at 16th St,5428,2,1965,Male
6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4870,3,1970,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,1118,2,1976,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,4911,2,1987,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,1615,3,1987,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4570,3,1992,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),47,4th St at Harrison St,4369,3,1981,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5193,1,1980,Female
12 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,3325,1,1980,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,4962,2,1948,Male
3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5376,1,1990,Male
16 minutes,22,Howard St at Beale St,113,Franklin Square,5338,1,1983,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4638,3,1986,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4369,2,1992,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5385,2,1991,Male
7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4875,1,1965,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5234,3,1983,Male
22 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,3405,3,1989,Female
11 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,4397,2,1974,Female
13 minutes,5,Powell St BART Station (Market St at 5th St),29,O'Farrell St at Divisadero St,4571,1,1988,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5015,1,1996,Female
3 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),3123,3,1992,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5385,2,1979,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,4597,3,1986,Male
8 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4318,2,1980,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4648,2,1980,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4875,1,1979,Male
11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5185,2,1978,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4517,3,1989,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,4436,2,1983,Male
20 minutes,5,Powell St BART Station (Market St at 5th St),136,23rd St at San Bruno Ave,5552,3,1991,Female
38 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,4761,3,1955,Male
11 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,4631,3,1987,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5346,2,1982,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5056,2,1971,Female
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,5238,2,1978,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,2774,2,1985,Male
12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,427,2,1964,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),63,Bryant St at 6th St,5371,2,1976,Male
19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),47,4th St at Harrison St,4626,2,1997,Female
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),47,4th St at Harrison St,5246,1,1997,Female
2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4517,2,1987,Male
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),47,4th St at Harrison St,5132,2,1997,Female
10 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4438,3,1994,Male
9 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,459,3,1992,Male
16 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4517,2,1999,Male
14 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5346,2,1999,Male
1 minutes,16,Steuart St at Market St,15,San Francisco Ferry Building (Harry Bridges Plaza),1323,2,1978,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,4390,3,1990,Male
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4351,1,1982,Male
20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,4987,3,1978,Male
15 minutes,16,Steuart St at Market St,365,Turk St at Fillmore St,5567,2,1982,Male
15 minutes,5,Powell St BART Station (Market St at 5th St),112,Harrison St at 17th St,3654,2,1979,Female
25 minutes,22,Howard St at Beale St,71,Broderick St at Oak St,2560,2,1977,Male
20 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5265,1,1989,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),77,11th St at Natoma St,4733,2,1981,Male
5 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5351,2,1981,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5492,1,1990,Female
9 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,3164,3,1996,Female
8 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5417,2,1996,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,5162,3,1988,Male
11 minutes,5,Powell St BART Station (Market St at 5th St),24,Spear St at Folsom St,5059,1,1982,Male
64 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,4998,3,1974,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,3531,1,1988,Female
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5315,2,1986,Male
21 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,2287,1,1943,Female
20 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,1333,3,1949,Male
20 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),4436,3,1996,Female
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5391,1,2000,Female
9 minutes,5,Powell St BART Station (Market St at 5th St),343,Bryant St at 2nd St,5035,2,1995,Female
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1689,2,1988,Female
37 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5173,3,1993,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,5299,3,1978,Male
5 minutes,22,Howard St at Beale St,16,Steuart St at Market St,5185,2,1990,Female
13 minutes,81,Berry St at 4th St,323,Broadway at Kearny,5054,2,1991,Female
10 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,4749,2,1975,Male
3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5515,1,1973,Male
9 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,4927,2,1996,Male
20 minutes,21,Montgomery St BART Station (Market St at 2nd St),104,4th St at 16th St,5272,2,1964,Male
